CUSTOMER_ID,GENDER,POSTAL_CODE,CREDITLIMIT,MONETARY_VALUE,FREQUENCY,RECENCY,HAS_RECEIVED_TEST_MAILING,RESPONSE_TO_TEST_MAILING,ORDERDATE_WITHIN_6_MONTHS_OF_MAILING,NUMBER_OF_PRODUCTS_PURCHASED_IN_TEST_MAILING
8713,male,1574SD,3599,2 medium,1 low,1 low,yes,F,nap,0
8714,male,1246TV,5802,2 medium,1 low,2 medium,no,,,
8715,male,1396JT,8078,2 medium,2 medi,1 low,no,,,
8716,male,1248OW,3715,3 high,1 low,3 high,no,,,
8717,female,1534TG,4186,3 high,1 low,2 medium,no,,,
8718,female,1157MW,1488,2 medium,2 medi,2 medium,yes,F,nap,0
8719,male,1442SV,855,1 low,3 high,3 high,no,,,
8720,female,1752IT,7666,3 high,1 low,2 medium,no,,,
8721,male,1438XL,9633,1 low,3 high,1 low,no,,,
8722,female,1910CS,1646,1 low,2 medi,3 high,no,,,
8723,female,1995KR,6502,2 medium,2 medi,3 high,yes,F,nap,0
8724,male,1355LR,6587,1 low,2 medi,3 high,no,,,
8725,female,1946SK,9272,2 medium,2 medi,2 medium,no,,,
8726,female,1698JQ,2805,1 low,2 medi,1 low,no,,,
8727,female,1374QK,1438,1 low,3 high,2 medium,no,,,
8728,female,1593WU,3343,1 low,3 high,3 high,yes,F,nap,0
8729,male,1408DP,7762,1 low,3 high,1 low,no,,,
8730,female,1776MC,2779,2 medium,2 medi,3 high,no,,,
8731,female,1931BF,3554,3 high,1 low,2 medium,no,,,
8732,female,1417KZ,8226,2 medium,1 low,3 high,no,,,
8733,female,1762AV,1217,3 high,1 low,3 high,yes,F,nap,0
8734,female,1763QD,1872,1 low,2 medi,1 low,no,,,
8735,female,1165ZT,1109,2 medium,2 medi,3 high,no,,,
8736,female,1536PH,9271,1 low,3 high,1 low,no,,,
8737,male,1417EK,2649,1 low,3 high,3 high,no,,,
8738,female,1794GA,8776,3 high,1 low,2 medium,yes,F,nap,0
8739,female,1140XQ,8076,3 high,1 low,2 medium,no,,,
8740,male,1964QD,5627,2 medium,1 low,2 medium,no,,,
8741,female,1874ZQ,4038,3 high,1 low,3 high,no,,,
8742,female,1322SA,9328,2 medium,1 low,1 low,no,,,
8743,female,1003QN,416,1 low,3 high,2 medium,yes,F,nap,0
8744,female,1714VJ,6057,2 medium,1 low,3 high,no,,,
8745,female,1809CL,7062,3 high,1 low,2 medium,no,,,
8746,female,1652PC,6139,1 low,2 medi,2 medium,no,,,
8747,female,1629EA,5130,2 medium,2 medi,1 low,no,,,
8748,female,1308JC,6019,2 medium,2 medi,3 high,yes,F,nap,0
8749,female,1298IG,6735,3 high,2 medi,1 low,no,,,
8750,male,1413OV,5613,1 low,3 high,2 medium,no,,,
8751,male,1292IP,1261,2 medium,2 medi,3 high,no,,,
8752,female,1056AT,9548,1 low,3 high,2 medium,no,,,
8753,female,1182BY,9825,3 high,1 low,2 medium,yes,F,nap,0
8754,female,1773WE,8871,1 low,3 high,1 low,no,,,
8755,female,1776GR,3612,3 high,1 low,3 high,no,,,
8756,female,1955HT,4312,2 medium,2 medi,1 low,no,,,
8757,female,1168JH,4385,1 low,3 high,1 low,no,,,
8758,male,1537JP,9582,2 medium,1 low,2 medium,yes,F,nap,0
8759,female,1683NQ,8249,3 high,1 low,3 high,no,,,
8760,male,1796JK,1130,2 medium,2 medi,1 low,no,,,
8761,female,1326QO,8193,1 low,2 medi,3 high,no,,,
8762,male,1850IK,7939,3 high,1 low,3 high,no,,,
8763,male,1526SY,8809,3 high,1 low,3 high,yes,F,nap,0
8764,female,1456BN,1796,3 high,1 low,3 high,no,,,
8765,female,1988MG,420,1 low,3 high,2 medium,no,,,
8766,female,1499ZM,187,2 medium,2 medi,2 medium,no,,,
8767,female,1035QV,9229,1 low,3 high,2 medium,no,,,
8768,male,1200ZC,1994,2 medium,1 low,3 high,yes,F,nap,0
8769,female,1255YB,9006,1 low,2 medi,1 low,no,,,
8770,male,1205JD,4744,3 high,1 low,2 medium,no,,,
8771,male,1051QN,1129,3 high,1 low,3 high,no,,,
8772,male,1584NL,8495,2 medium,2 medi,1 low,no,,,
8773,male,1887UI,7857,2 medium,2 medi,1 low,yes,F,nap,0
8774,female,1131XQ,2349,3 high,1 low,2 medium,no,,,
8775,female,1432IB,7168,2 medium,2 medi,1 low,no,,,
8776,female,1553PH,6533,2 medium,2 medi,2 medium,no,,,
8777,female,1811JG,4225,2 medium,2 medi,3 high,no,,,
8778,female,1377VL,7725,1 low,3 high,1 low,yes,F,nap,0
8779,female,1348DV,3332,3 high,1 low,3 high,no,,,
8780,female,1540IQ,3167,3 high,2 medi,1 low,no,,,
8781,female,1017UG,367,2 medium,3 high,3 high,no,,,
8782,male,1287CB,2491,1 low,2 medi,2 medium,no,,,
8783,female,1783ND,154,3 high,1 low,3 high,yes,F,nap,0
8784,female,1968LU,5106,3 high,1 low,2 medium,no,,,
8785,male,1258YG,3696,1 low,2 medi,3 high,no,,,
8786,female,1938PS,1290,1 low,3 high,3 high,no,,,
8787,female,1637CM,8835,3 high,1 low,3 high,no,,,
8788,male,1349KR,8846,2 medium,2 medi,1 low,yes,F,nap,0
8789,male,1155CN,8439,3 high,2 medi,3 high,no,,,
8790,male,1650XI,3005,3 high,2 medi,3 high,no,,,
8791,male,1424CE,1395,3 high,1 low,3 high,no,,,
8792,female,1982DZ,2345,1 low,3 high,2 medium,no,,,
8793,male,1089NM,4086,3 high,2 medi,2 medium,yes,F,nap,0
8794,female,1679SV,1351,2 medium,3 high,1 low,no,,,
8795,male,1967VB,7869,3 high,1 low,2 medium,no,,,
8796,female,1060IP,1764,2 medium,2 medi,2 medium,no,,,
8797,female,1305VN,3216,1 low,3 high,3 high,no,,,
8798,female,1325NB,3324,3 high,2 medi,2 medium,yes,F,nap,0
8799,female,1312TH,6452,1 low,3 high,3 high,no,,,
8800,female,1959FP,7154,3 high,2 medi,3 high,no,,,
8801,female,1815TZ,8248,2 medium,2 medi,1 low,no,,,
8802,female,1022PV,5325,2 medium,1 low,3 high,no,,,
8803,male,1410KN,1323,2 medium,1 low,2 medium,yes,F,nap,0
8804,female,1748DZ,9655,3 high,1 low,2 medium,no,,,
8805,female,1495SF,962,3 high,1 low,3 high,no,,,
8806,female,1844SZ,8847,3 high,1 low,2 medium,no,,,
8807,female,1032JF,3236,1 low,2 medi,2 medium,no,,,
8808,female,1284SP,8870,2 medium,2 medi,2 medium,yes,F,nap,0
8809,female,1182XK,3088,1 low,3 high,1 low,no,,,
8810,male,1607DY,3827,3 high,1 low,2 medium,no,,,
8811,female,1260SJ,5204,2 medium,1 low,3 high,no,,,
8812,male,1713PD,1761,3 high,1 low,2 medium,no,,,
8813,female,1778JZ,7525,1 low,3 high,1 low,yes,F,nap,0
8814,female,1563GQ,8174,1 low,2 medi,3 high,no,,,
8815,female,1392BI,3084,2 medium,2 medi,2 medium,no,,,
8816,male,1371YI,1100,1 low,2 medi,2 medium,no,,,
8817,male,1352DU,6165,3 high,1 low,3 high,no,,,
8818,male,1504EI,4514,2 medium,2 medi,1 low,yes,F,nap,0
8819,male,1840QM,7872,2 medium,1 low,3 high,no,,,
8820,female,1081BM,6057,3 high,1 low,3 high,no,,,
8821,female,1631CV,9410,3 high,1 low,3 high,no,,,
8822,female,1262WE,2482,1 low,3 high,1 low,no,,,
8823,female,1829VP,6915,3 high,1 low,3 high,yes,F,nap,0
8824,female,1655FJ,8956,3 high,1 low,3 high,no,,,
8825,male,1714AT,159,3 high,2 medi,3 high,no,,,
8826,female,1807WG,1008,1 low,3 high,2 medium,no,,,
8827,female,1298PZ,7271,3 high,1 low,2 medium,no,,,
8828,female,1398AZ,2024,1 low,3 high,1 low,yes,F,nap,0
8829,male,1759SH,9936,1 low,2 medi,2 medium,no,,,
8830,male,1748BR,609,1 low,3 high,1 low,no,,,
8831,female,1400MR,5233,2 medium,2 medi,3 high,no,,,
8832,female,1801BS,3519,3 high,1 low,3 high,no,,,
8833,female,1088VM,7335,2 medium,1 low,1 low,yes,F,nap,0
8834,male,1033QE,5672,1 low,3 high,3 high,no,,,
8835,male,1004IB,7538,2 medium,2 medi,3 high,no,,,
8836,female,1443IJ,7877,1 low,3 high,1 low,no,,,
8837,male,1687IH,5847,2 medium,1 low,1 low,no,,,
8838,male,1251BL,1206,1 low,3 high,2 medium,yes,F,nap,0
8839,female,1789LV,1966,2 medium,2 medi,3 high,no,,,
8840,female,1096HM,7372,3 high,1 low,2 medium,no,,,
8841,male,1910QX,612,1 low,3 high,3 high,no,,,
8842,female,1327LF,2367,3 high,1 low,3 high,no,,,
8843,female,1155BC,6856,1 low,3 high,3 high,yes,F,nap,0
8844,female,1814CV,7800,2 medium,2 medi,3 high,no,,,
8845,male,1172ZK,704,1 low,2 medi,1 low,no,,,
8846,female,1829ZZ,582,3 high,1 low,2 medium,no,,,
8847,female,1107AI,627,3 high,1 low,2 medium,no,,,
8848,female,1449ZX,1836,3 high,1 low,2 medium,yes,F,nap,0
8849,female,1249YF,2494,3 high,1 low,2 medium,no,,,
8850,male,1659NM,6463,2 medium,2 medi,2 medium,no,,,
8851,female,1372KL,6834,1 low,3 high,3 high,no,,,
8852,female,1537RS,250,1 low,3 high,1 low,no,,,
8853,male,1986PT,1490,3 high,1 low,3 high,yes,F,nap,0
8854,female,1561WM,395,3 high,1 low,3 high,no,,,
8855,male,1686OR,2615,1 low,3 high,1 low,no,,,
8856,male,1002JC,9733,2 medium,1 low,1 low,no,,,
8857,female,1592IY,606,2 medium,1 low,2 medium,no,,,
8858,male,1219BA,9295,2 medium,2 medi,3 high,yes,F,nap,0
8859,male,1703ME,3126,3 high,1 low,2 medium,no,,,
8860,female,1460ZV,2417,1 low,3 high,2 medium,no,,,
8861,female,1138KF,4773,3 high,2 medi,3 high,no,,,
8862,female,1554AR,7196,1 low,2 medi,1 low,no,,,
8863,female,1887ET,1682,1 low,3 high,2 medium,yes,F,nap,0
8864,female,1913TZ,2625,1 low,3 high,2 medium,no,,,
8865,male,1857UO,5995,1 low,2 medi,1 low,no,,,
8866,female,1627MW,3703,1 low,2 medi,1 low,no,,,
8867,male,1819CZ,350,2 medium,3 high,1 low,no,,,
8868,female,1657PT,7463,2 medium,2 medi,2 medium,yes,F,nap,0
8869,male,1851YW,6706,1 low,3 high,3 high,no,,,
8870,female,1739IU,4578,2 medium,1 low,2 medium,no,,,
8871,male,1494SS,6701,3 high,1 low,1 low,no,,,
8872,male,1373GL,807,1 low,2 medi,3 high,no,,,
8873,male,1584VJ,989,3 high,1 low,2 medium,yes,F,nap,0
8874,female,1528UB,1263,2 medium,1 low,3 high,no,,,
8875,male,1018ET,1634,3 high,2 medi,2 medium,no,,,
8876,female,1631XQ,5588,2 medium,1 low,2 medium,no,,,
8877,male,1582WL,9632,1 low,2 medi,3 high,no,,,
8878,male,1672HK,7635,3 high,1 low,1 low,yes,F,nap,0
8879,male,1514MH,8895,2 medium,1 low,3 high,no,,,
8880,female,1193BT,6080,2 medium,3 high,1 low,no,,,
8881,female,1139GG,4109,1 low,3 high,3 high,no,,,
8882,female,1588AM,5056,1 low,3 high,2 medium,no,,,
8883,female,1019BN,9064,1 low,3 high,1 low,yes,F,nap,0
8884,male,1706CP,191,2 medium,2 medi,2 medium,no,,,
8885,male,1607OB,9943,3 high,1 low,2 medium,no,,,
8886,female,1335HA,4665,1 low,2 medi,1 low,no,,,
8887,female,1983PO,144,2 medium,2 medi,2 medium,no,,,
8888,female,1209LC,6211,2 medium,3 high,3 high,yes,F,nap,0
8889,female,1909JV,689,2 medium,1 low,2 medium,no,,,
8890,male,1104GF,6898,1 low,3 high,1 low,no,,,
8891,male,1971OL,1546,3 high,1 low,2 medium,no,,,
8892,male,1630RA,6176,3 high,1 low,3 high,no,,,
8893,female,1429WH,7455,1 low,2 medi,3 high,yes,F,nap,0
8894,female,1132BN,8236,3 high,1 low,2 medium,no,,,
8895,female,1761WJ,9145,2 medium,3 high,1 low,no,,,
8896,female,1285SP,6008,3 high,1 low,2 medium,no,,,
8897,female,1313OD,3956,3 high,1 low,2 medium,no,,,
8898,male,1391LZ,4571,3 high,1 low,1 low,yes,F,nap,0
8899,male,1645DB,336,3 high,1 low,3 high,no,,,
8900,male,1778AL,9951,1 low,3 high,1 low,no,,,
8901,female,1375LG,8801,3 high,1 low,2 medium,no,,,
8902,female,1095EA,2418,2 medium,3 high,1 low,no,,,
8903,male,1131EX,8017,2 medium,2 medi,2 medium,yes,F,nap,0
8904,male,1906KE,712,1 low,2 medi,1 low,no,,,
8905,female,1591ID,2251,3 high,1 low,3 high,no,,,
8906,female,1395WM,5669,3 high,1 low,3 high,no,,,
8907,female,1637NY,2880,1 low,3 high,2 medium,no,,,
8908,male,1552OB,3893,3 high,1 low,3 high,yes,F,nap,0
8909,male,1999XD,8500,1 low,3 high,2 medium,no,,,
8910,female,1880MJ,1717,2 medium,2 medi,3 high,no,,,
8911,female,1002GZ,8464,1 low,2 medi,2 medium,no,,,
8912,female,1987AC,5369,1 low,3 high,2 medium,no,,,
8913,female,1407GT,6272,1 low,3 high,2 medium,yes,F,nap,0
8914,female,1283PM,5447,1 low,3 high,2 medium,no,,,
8915,female,1371BE,676,2 medium,2 medi,1 low,no,,,
8916,male,1774TR,4649,1 low,3 high,1 low,no,,,
8917,male,1680DX,1729,3 high,1 low,2 medium,no,,,
8918,male,1370LV,3213,3 high,1 low,3 high,yes,F,nap,0
8919,male,1508UD,4543,3 high,1 low,3 high,no,,,
8920,female,1265PG,2694,2 medium,1 low,1 low,no,,,
8921,female,1253IH,4602,3 high,1 low,2 medium,no,,,
8922,female,1249NM,6202,3 high,1 low,2 medium,no,,,
8923,male,1889FO,339,3 high,2 medi,1 low,yes,F,nap,0
8924,female,1897IF,7603,3 high,1 low,2 medium,no,,,
8925,female,1220YE,4943,1 low,3 high,1 low,no,,,
8926,male,1268MG,1648,3 high,1 low,3 high,no,,,
8927,male,1009SH,965,2 medium,2 medi,3 high,no,,,
8928,female,1101LF,5204,1 low,3 high,1 low,yes,F,nap,0
8929,male,1642ZX,8177,1 low,3 high,2 medium,no,,,
8930,female,1113NP,6196,2 medium,1 low,2 medium,no,,,
8931,female,1269GN,9142,2 medium,2 medi,1 low,no,,,
8932,female,1593EY,4108,1 low,2 medi,2 medium,no,,,
8933,female,1646AB,3558,1 low,3 high,1 low,yes,F,nap,0
8934,male,1906WX,1576,1 low,3 high,2 medium,no,,,
8935,female,1289ZA,4794,3 high,1 low,1 low,no,,,
8936,female,1682FU,1389,2 medium,1 low,2 medium,no,,,
8937,female,1118CL,3054,2 medium,1 low,3 high,no,,,
8938,female,1315ZP,735,3 high,1 low,3 high,yes,F,nap,0
8939,female,1802NS,3940,2 medium,2 medi,3 high,no,,,
8940,female,1763NS,7019,3 high,1 low,3 high,no,,,
8941,male,1012KL,9806,1 low,3 high,1 low,no,,,
8942,female,1642OE,749,1 low,3 high,1 low,no,,,
8943,male,1956YG,5446,1 low,3 high,1 low,yes,F,nap,0
8944,male,1622AM,1240,2 medium,3 high,1 low,no,,,
8945,female,1443YU,3176,3 high,1 low,2 medium,no,,,
8946,male,1927ZU,2787,2 medium,2 medi,3 high,no,,,
8947,male,1813CO,2245,2 medium,2 medi,2 medium,no,,,
8948,female,1532GW,696,2 medium,2 medi,3 high,yes,F,nap,0
8949,female,1794ZT,1040,3 high,1 low,3 high,no,,,
8950,male,1055QY,1189,2 medium,2 medi,3 high,no,,,
8951,female,1048LC,7458,3 high,1 low,2 medium,no,,,
8952,female,1357QS,7949,2 medium,1 low,3 high,no,,,
8953,male,1010NH,2072,3 high,1 low,3 high,yes,F,nap,0
8954,female,1043VZ,5127,1 low,3 high,1 low,no,,,
8955,male,1247NA,8385,3 high,1 low,2 medium,no,,,
8956,female,1449AE,8235,2 medium,2 medi,3 high,no,,,
8957,male,1697YU,2499,3 high,1 low,2 medium,no,,,
8958,female,1550GO,5354,3 high,1 low,2 medium,yes,F,nap,0
8959,female,1019TI,3253,1 low,3 high,1 low,no,,,
8960,male,1350EH,4517,1 low,3 high,1 low,no,,,
8961,female,1433JD,8388,3 high,1 low,2 medium,no,,,
8962,male,1378SK,3731,2 medium,2 medi,3 high,no,,,
8963,female,1677LJ,4577,1 low,2 medi,1 low,yes,F,nap,0
8964,male,1490ND,1469,3 high,2 medi,2 medium,no,,,
8965,male,1250RH,6239,3 high,1 low,3 high,no,,,
8966,female,1561MD,8275,3 high,1 low,3 high,no,,,
8967,male,1155DM,7608,2 medium,1 low,1 low,no,,,
8968,male,1288VE,4375,1 low,3 high,1 low,yes,F,nap,0
8969,female,1751SI,1430,1 low,3 high,2 medium,no,,,
8970,female,1678MK,1615,2 medium,2 medi,2 medium,no,,,
8971,male,1299NP,924,1 low,2 medi,1 low,no,,,
8972,female,1053AE,3733,3 high,1 low,2 medium,no,,,
8973,male,1203GH,509,3 high,1 low,3 high,yes,F,nap,0
8974,female,1942MQ,2649,2 medium,1 low,1 low,no,,,
8975,female,1567BN,417,2 medium,1 low,2 medium,no,,,
8976,female,1483FV,5227,3 high,1 low,3 high,no,,,
8977,male,1433MX,7318,3 high,1 low,3 high,no,,,
8978,female,1711VW,4996,3 high,1 low,3 high,yes,F,nap,0
8979,female,1734QV,9882,3 high,2 medi,3 high,no,,,
8980,male,1564AK,7100,2 medium,1 low,3 high,no,,,
8981,male,1336YM,3140,2 medium,2 medi,1 low,no,,,
8982,female,1976WD,3747,1 low,3 high,3 high,no,,,
8983,female,1787KY,9466,2 medium,2 medi,1 low,yes,F,nap,0
8984,male,1672DL,6282,3 high,1 low,3 high,no,,,
8985,male,1169NF,2826,2 medium,2 medi,3 high,no,,,
8986,female,1471MB,8825,3 high,1 low,3 high,no,,,
8987,male,1030GH,6260,2 medium,2 medi,2 medium,no,,,
8988,female,1273ZE,2377,2 medium,2 medi,3 high,yes,F,nap,0
8989,female,1251AV,1548,1 low,2 medi,2 medium,no,,,
8990,female,1368MN,1737,2 medium,2 medi,3 high,no,,,
8991,male,1177TR,6587,2 medium,1 low,2 medium,no,,,
8992,male,1419IL,9947,2 medium,1 low,2 medium,no,,,
8993,male,1071YV,4316,3 high,1 low,3 high,yes,F,nap,0
8994,male,1775ZM,5094,2 medium,2 medi,2 medium,no,,,
8995,male,1857DF,2753,3 high,1 low,3 high,no,,,
8996,female,1455YQ,9108,3 high,1 low,2 medium,no,,,
8997,male,1176XO,3806,1 low,3 high,3 high,no,,,
8998,female,1847GC,2131,2 medium,2 medi,1 low,yes,F,nap,0
8999,male,1119US,2570,3 high,1 low,3 high,no,,,
9000,male,1510UY,5670,2 medium,2 medi,3 high,no,,,
9001,female,1681SK,1571,2 medium,2 medi,3 high,no,,,
9002,female,1470HI,8996,1 low,3 high,3 high,no,,,
9003,female,1315RQ,7177,3 high,1 low,2 medium,yes,F,nap,0
9004,male,1808DP,8341,1 low,3 high,2 medium,no,,,
9005,female,1564RB,3105,3 high,1 low,3 high,no,,,
9006,male,1172QU,2570,2 medium,2 medi,2 medium,no,,,
9007,female,1420RA,2257,1 low,2 medi,2 medium,no,,,
9008,female,1358LR,8868,1 low,2 medi,1 low,yes,F,nap,0
9009,female,1766OE,5656,2 medium,2 medi,2 medium,no,,,
9010,male,1421TS,7225,2 medium,2 medi,3 high,no,,,
9011,male,1322AT,6933,1 low,3 high,1 low,no,,,
9012,female,1659PD,5397,1 low,2 medi,1 low,no,,,
9013,female,1294IB,2221,1 low,3 high,2 medium,yes,F,nap,0
9014,male,1723VC,8805,2 medium,2 medi,1 low,no,,,
9015,female,1119ZN,1144,3 high,2 medi,3 high,no,,,
9016,female,1001EZ,3692,2 medium,2 medi,2 medium,no,,,
9017,male,1515WQ,3826,2 medium,2 medi,2 medium,no,,,
9018,female,1922DU,7984,3 high,1 low,3 high,yes,F,nap,0
9019,female,1026MO,76,1 low,3 high,1 low,no,,,
9020,female,1357ZE,6027,2 medium,1 low,3 high,no,,,
9021,female,1466WF,4586,1 low,3 high,3 high,no,,,
9022,female,1705AN,1484,1 low,3 high,1 low,no,,,
9023,male,1072BK,7077,1 low,3 high,1 low,yes,F,nap,0
9024,male,1098KN,8566,2 medium,1 low,3 high,no,,,
9025,male,1744GQ,5689,2 medium,1 low,2 medium,no,,,
9026,male,1694KF,5438,2 medium,3 high,3 high,no,,,
9027,female,1200DL,7014,3 high,1 low,3 high,no,,,
9028,male,1677VX,255,2 medium,1 low,2 medium,yes,F,nap,0
9029,male,1811ZO,3217,3 high,1 low,3 high,no,,,
9030,female,1550QP,1064,2 medium,2 medi,3 high,no,,,
9031,male,1564QG,3026,3 high,1 low,3 high,no,,,
9032,male,1339OZ,2347,2 medium,2 medi,3 high,no,,,
9033,female,1094BA,438,2 medium,1 low,2 medium,yes,F,nap,0
9034,male,1078DT,5261,2 medium,2 medi,3 high,no,,,
9035,female,1238RT,3276,1 low,2 medi,2 medium,no,,,
9036,female,1018CX,2378,2 medium,2 medi,1 low,no,,,
9037,female,1481HZ,1785,1 low,3 high,1 low,no,,,
9038,male,1116RI,8432,1 low,2 medi,3 high,yes,F,nap,0
9039,female,1504NM,4310,3 high,1 low,3 high,no,,,
9040,female,1635EO,3697,1 low,3 high,1 low,no,,,
9041,female,1029YV,7919,2 medium,2 medi,2 medium,no,,,
9042,male,1644DC,7396,1 low,3 high,1 low,no,,,
9043,male,1163KM,6741,1 low,3 high,3 high,yes,F,nap,0
9044,female,1005SZ,4355,3 high,1 low,3 high,no,,,
9045,female,1453JW,779,2 medium,1 low,3 high,no,,,
9046,female,1280DX,1516,1 low,3 high,2 medium,no,,,
9047,male,1227AP,4138,1 low,3 high,2 medium,no,,,
9048,male,1726HW,7251,1 low,3 high,3 high,yes,F,nap,0
9049,female,1239EO,7567,3 high,1 low,1 low,no,,,
9050,female,1184EV,2220,3 high,1 low,3 high,no,,,
9051,female,1023IX,3177,1 low,3 high,1 low,no,,,
9052,male,1089OQ,3490,3 high,1 low,3 high,no,,,
9053,female,1531QX,1342,2 medium,2 medi,1 low,yes,F,nap,0
9054,male,1951PQ,9749,2 medium,2 medi,3 high,no,,,
9055,male,1491VB,8069,1 low,3 high,1 low,no,,,
9056,male,1571YD,6374,2 medium,3 high,1 low,no,,,
9057,female,1841PE,9467,3 high,1 low,3 high,no,,,
9058,male,1119GZ,9916,3 high,1 low,3 high,yes,F,nap,0
9059,female,1088TX,3473,1 low,3 high,2 medium,no,,,
9060,female,1342TQ,1984,2 medium,2 medi,1 low,no,,,
9061,female,1942NO,6970,2 medium,1 low,3 high,no,,,
9062,female,1860MG,226,1 low,3 high,1 low,no,,,
9063,female,1081TF,2319,3 high,1 low,3 high,yes,F,nap,0
9064,female,1159HM,3172,1 low,2 medi,1 low,no,,,
9065,male,1775PC,525,1 low,3 high,2 medium,no,,,
9066,female,1091IC,1100,2 medium,2 medi,1 low,no,,,
9067,female,1454HJ,8099,3 high,1 low,3 high,no,,,
9068,male,1866RH,1844,3 high,1 low,3 high,yes,F,nap,0
9069,female,1542QK,6279,3 high,1 low,3 high,no,,,
9070,female,1163PZ,2619,3 high,1 low,2 medium,no,,,
9071,male,1605RB,7152,3 high,1 low,3 high,no,,,
9072,female,1302ZK,1252,1 low,3 high,2 medium,no,,,
9073,female,1407AG,1068,2 medium,1 low,1 low,yes,F,nap,0
9074,female,1168PA,660,1 low,3 high,2 medium,no,,,
9075,female,1246VW,5417,3 high,1 low,2 medium,no,,,
9076,female,1787ZM,1046,3 high,1 low,2 medium,no,,,
9077,male,1804QL,5774,2 medium,2 medi,2 medium,no,,,
9078,male,1837FP,2569,3 high,1 low,3 high,yes,F,nap,0
9079,male,1700NA,6257,2 medium,2 medi,1 low,no,,,
9080,male,1038YB,5726,2 medium,2 medi,2 medium,no,,,
9081,female,1527QG,1008,1 low,2 medi,2 medium,no,,,
9082,female,1444OA,4989,2 medium,1 low,3 high,no,,,
9083,female,1207CD,1675,1 low,3 high,2 medium,yes,F,nap,0
9084,male,1454WD,6303,1 low,3 high,2 medium,no,,,
9085,female,1634XH,8774,2 medium,2 medi,2 medium,no,,,
9086,male,1694GN,8915,1 low,3 high,2 medium,no,,,
9087,female,1422US,2905,1 low,3 high,3 high,no,,,
9088,male,1227LT,7675,1 low,3 high,2 medium,yes,F,nap,0
9089,female,1749VT,5378,1 low,3 high,1 low,no,,,
9090,female,1438NE,6446,2 medium,3 high,3 high,no,,,
9091,female,1111UJ,2704,3 high,1 low,3 high,no,,,
9092,male,1239WX,3062,1 low,3 high,2 medium,no,,,
9093,male,1360JW,2023,1 low,3 high,2 medium,yes,F,nap,0
9094,male,1762GM,305,1 low,3 high,2 medium,no,,,
9095,female,1456PA,1025,1 low,2 medi,2 medium,no,,,
9096,male,1959MR,9682,2 medium,2 medi,2 medium,no,,,
9097,female,1716RP,1561,3 high,1 low,1 low,no,,,
9098,female,1294WJ,8895,2 medium,2 medi,3 high,yes,F,nap,0
9099,female,1354YQ,2224,3 high,1 low,3 high,no,,,
9100,male,1345KB,3811,1 low,3 high,2 medium,no,,,
9101,male,1133QZ,9082,1 low,2 medi,3 high,no,,,
9102,male,1298SW,5819,1 low,3 high,1 low,no,,,
9103,male,1712EP,4128,1 low,3 high,1 low,yes,F,nap,0
9104,female,1545YT,3067,2 medium,1 low,2 medium,no,,,
9105,female,1291GZ,7597,1 low,2 medi,3 high,no,,,
9106,female,1180NG,4937,2 medium,3 high,1 low,no,,,
9107,female,1557BZ,3539,3 high,1 low,3 high,no,,,
9108,female,1995VP,1470,2 medium,1 low,3 high,yes,F,nap,0
9109,female,1933JE,4166,3 high,1 low,2 medium,no,,,
9110,male,1982PF,1578,1 low,3 high,2 medium,no,,,
9111,male,1724QG,846,2 medium,2 medi,1 low,no,,,
9112,male,1723IA,655,2 medium,2 medi,3 high,no,,,
9113,male,1166OK,3879,2 medium,2 medi,1 low,yes,F,nap,0
9114,male,1889OI,8675,3 high,1 low,2 medium,no,,,
9115,female,1967PD,6146,2 medium,2 medi,2 medium,no,,,
9116,female,1641BX,3232,1 low,3 high,3 high,no,,,
9117,female,1561AQ,6611,3 high,1 low,3 high,no,,,
9118,male,1522XI,2437,3 high,1 low,2 medium,yes,F,nap,0
9119,male,1851IW,7699,3 high,1 low,3 high,no,,,
9120,female,1854QB,4005,1 low,3 high,2 medium,no,,,
9121,male,1855GR,382,1 low,3 high,3 high,no,,,
9122,male,1241NW,181,3 high,1 low,2 medium,no,,,
9123,female,1057BJ,820,1 low,3 high,1 low,yes,F,nap,0
9124,male,1556RS,7792,1 low,3 high,3 high,no,,,
9125,female,1847NL,5338,1 low,2 medi,1 low,no,,,
9126,female,1646EJ,3685,2 medium,1 low,2 medium,no,,,
9127,male,1877WP,792,2 medium,3 high,1 low,no,,,
9128,female,1927RV,3413,3 high,1 low,3 high,yes,T,yes,1
9129,female,1700LF,506,2 medium,2 medi,2 medium,no,,,
9130,female,1078CH,6568,3 high,1 low,2 medium,no,,,
9131,male,1122ZA,8993,3 high,1 low,2 medium,no,,,
9132,male,1639TS,7047,3 high,1 low,2 medium,no,,,
9133,female,1244NI,4386,2 medium,2 medi,1 low,yes,F,nap,0
9134,female,1712HP,3185,1 low,3 high,1 low,no,,,
9135,female,1611MW,4116,1 low,2 medi,1 low,no,,,
9136,male,1690ZQ,7399,3 high,1 low,3 high,no,,,
9137,male,1035LY,2889,3 high,1 low,1 low,no,,,
9138,male,1345BI,3481,3 high,1 low,3 high,yes,F,nap,0
9139,female,1807WQ,7338,3 high,1 low,2 medium,no,,,
9140,female,1294ZN,4560,1 low,3 high,1 low,no,,,
9141,male,1044HQ,9292,1 low,2 medi,1 low,no,,,
9142,female,1768CB,3609,1 low,3 high,2 medium,no,,,
9143,female,1134NZ,421,3 high,1 low,3 high,yes,T,yes,1
